meanAmplitude,minAmplitude,maxAmplitude,stdAmplitude,energy,power,meanPitch,minPitch,maxPitch,stdPitch,meanHarmonicity,minHarmonicity,maxHarmonicity,stdHarmonicity,minIntensity,maxIntensity,quantileIntensity,meanIntensity,stdIntensity,speakingRate,articulationRate,minFormant1,maxFormant1,quantileFormant1,meanFormant1,stdFormant1,minFormant2,maxFormant2,quantileFormant2,meanFormant2,stdFormant2,minFormant3,maxFormant3,quantileFormant3,meanFormant3,stdFormant3,Result
-0.0013408516514090754,-0.9999494081962323,0.6385947077974864,0.2126893489277132,0.16136310563015285,0.04523776440430414,193.075914673389,78.10449322060342,562.7483515267379,57.01532023424669,13.077922616266964,-226.5145369262679,37.415413954464704,7.069600228679524,45.80294136671152,87.16705054326204,78.24283142582247,75.08200145583169,9.661554546725522,4.765909728062797,4.765909728062797,--undefined--,2361.4672592944685,424.11976113837505,637.8037777895996,442.80679128353603,288.05977881217166,4221.438001959975,1674.599279561523,1821.5655131612673,543.9055339120673,2052.372467691182,4762.92120690981,2896.9357181852724,3019.5754440339656,419.07518936606175,5
-0.0007210665707272394,-1.0190789758059022,0.702539446359234,0.13517520939444114,0.03302133704914013,0.018272225239019266,138.52342560970823,74.7372414242415,498.26937913615035,120.35146951934034,7.298448350171853,-226.5130132786509,36.98639152205933,5.219079492331786,42.97239915402469,83.98576445642513,71.40912136121429,68.86227758493607,11.357788508113114,4.980114127615424,6.017676925970037,--undefined--,2542.2373947198275,605.8231403677707,809.0162148945988,488.4473296327931,685.4122001098185,3215.5880736711915,1635.7411351657686,1854.3521068449627,562.5980400628962,2207.543548476979,4827.005270192536,2963.4226588063802,3045.140301248258,411.1642716212251,5
-0.00023348626817003794,-0.9314576333493939,1.0368680928276257,0.11900861522369385,0.051616551030310806,0.014162862129321115,124.29583523701514,76.10658571093762,240.9779942402692,20.97122963903856,7.909216304986072,-226.99071299874686,41.33182866531554,5.213736265246474,31.967380036079728,85.96531694100817,70.84109897283517,68.21822770537702,11.136882954590353,5.487721223761833,5.487721223761833,--undefined--,2986.5790588353398,548.9552260719984,727.86796863875,479.6656457187299,569.980158616943,3740.6040642222906,1505.5234434296763,1742.0146933755902,681.0132090459045,1683.0712067550498,4578.17199324726,2644.810061080866,2833.476784499256,520.7869896523272,5
-0.0003079098972148541,-0.8924876530756881,1.010485676946639,0.11990201717569202,0.042342647377750835,0.014376283459819913,108.90374914815236,76.2689429142646,152.69062048499418,16.667447876304387,6.662101117537286,-226.1713545656934,33.97265335684044,4.562727047992866,39.769163965920725,85.22367681666445,70.56900392454077,68.59666032854955,10.361649447469189,4.753315649867374,4.753315649867374,25.61404849165794,2225.276805939041,544.2110897567936,742.6742182859605,478.08222950037657,267.72906875288635,3789.235795481888,1660.3804280132056,1796.3331777507929,648.1446288694882,1952.3344961411017,4568.518982800548,2854.253226330995,2959.0756436639394,513.0744295958932,5
-0.001779528008473,-1.0068495857266395,0.8505501503089239,0.19944567031500707,0.10234101817937336,0.039780775736601076,189.38143404174326,122.48899970892342,606.0527988929509,81.78701978994927,10.250681413535068,-227.288368440027,28.357706309206304,5.746685337828194,41.06872213873883,88.56674166525647,76.55573809089795,73.48201488832072,10.814755069536456,5.830620475195569,5.830620475195569,2.9132399469969528,2283.5035728033317,430.74875228875203,684.91501065188,485.6663748956329,311.4631529973285,3312.1543436729753,1929.2413198716085,1974.0202494955422,536.2202995668634,2251.515918732912,4454.223045955806,2896.094177507498,3010.746844482681,420.35070867649785,5
-0.00015471971712227863,-1.0012329850759365,0.9386778687615258,0.1543261524341929,0.05373914757504827,0.023815925579613113,130.70099542429338,89.83702048403067,517.8211344884338,46.41588844430933,9.331775070603435,-226.91030222599238,41.03190457996918,5.4564747017639705,35.59142465407378,86.56812078021636,73.74095631467934,71.15522771720144,10.576370927618001,4.874941140625433,4.874941140625433,56.09305572008154,2214.4136786763283,385.5277063460452,614.1679602755358,444.24676326849703,543.167881226891,3501.0330107955942,1794.0128896526894,1829.8265602282681,543.7705073838882,1985.650086735429,4345.725365936713,2720.263453482128,2835.484976022495,462.24536168834044,5
-0.001010979232350161,-1.0110092415358247,0.7320641730221238,0.16143652938215916,0.053633933368604635,0.026061983596977378,171.90677104795577,75.29958951219278,241.5535065194571,29.774133779821348,11.819919695053645,-226.6711020460563,36.550580834732074,6.154823744265464,45.16480131766215,87.35623573090976,76.48013416313158,73.47702514136084,9.172907333215333,5.83108087587694,5.83108087587694,7.042862065076974,1760.0071771681048,430.18981472414157,575.2642066095406,365.2516645446195,648.4927551412108,3006.447091353388,1873.543538938045,1884.0140633351887,460.2036137223487,2111.663757606586,4368.419592320123,2805.689670591781,2914.5441990549107,388.87168850717217,5
-0.00030752247874128914,-0.9142051761334095,1.0117315503650146,0.1804201476035664,0.08860321449342883,0.0325507768161017,112.61044260433592,75.62190905180363,536.6399864242908,53.51867872086688,8.047132585543652,-225.83050795149737,32.128343741752644,5.313725782990404,49.60766757255412,85.29815233736099,77.44506209933672,74.74042929902723,8.5069836941231,5.143277002204262,5.143277002204262,--undefined--,2355.924709621935,455.62639645236504,725.7001109467755,479.96131321316443,420.2169565112971,3949.365988848047,1570.9164226294401,1726.464714855931,624.877583871326,1940.0956717281485,4359.373687507582,2701.753920998035,2901.7430592028754,532.2768895563319,5
-0.0004699797084255476,-0.9289915259155553,1.0202715171880408,0.12864212344569725,0.036452312468667515,0.016548547256233125,110.79916335328298,75.21883352312167,531.2597911424597,65.97526670971638,8.859214247389433,-226.6180838753583,38.928225066764114,7.19470609359664,39.211169733509614,83.46560804300101,74.11606359311322,71.30266287489643,9.860665782570205,4.9937578027465666,4.9937578027465666,--undefined--,2632.3768789133474,427.06533100700005,750.573069158915,595.074590938092,812.9097330595864,3612.5695269778003,1974.8027914873037,2052.428451861037,556.9723030817806,2226.6908080334124,4625.248656154151,2814.316471663624,3033.700204604211,570.1032509963455,5
-0.00042724933662101073,-0.794709046800137,1.0013723820233293,0.13346663501319808,0.031430851888086184,0.017812894240910277,187.42250786557813,85.612906116628,248.94357789043727,37.111741245854816,10.104166757198664,-227.49324625143345,47.33765267175117,7.05449282248778,41.77289586347234,85.696258732476,70.522582752883,67.89736398014236,11.252048175258464,3.4003967129498442,4.254564793476334,18.354265664433527,2343.306093745498,586.1964542398822,793.6396148186725,524.1366749057275,971.8836301987305,3510.76939216985,1819.638802828058,1961.5481486527096,616.9607538091167,2279.5262704055135,4591.649520219355,2917.686187857592,3059.3901112103613,474.77858974732254,5
